index,PCA1,PCA2,PCA3,labels
0,5.412145622719337,0.7630926237664224,-0.5551235835797911,2
1,0.5472027624473891,-0.10750887405098539,-1.4073986408897154,0
2,-0.4664848104030429,-1.140604869922038,0.34088640285123756,0
3,-0.15387079977897655,0.23157067198979336,0.3437690837384806,0
4,0.98316025483871,0.3058242185030936,-2.1483275045890466,0
5,-2.5696735246537514,-0.0990270843296316,0.11712730963315403,1
6,-2.7646838390880113,0.3031232640708745,0.2561750237888264,1
7,1.997929120335973,-1.3216241639137356,-0.027639345256661604,0
8,1.3059124655203338,-0.5907372127950179,2.937857133502622,0
9,1.0078814518866441,1.208838634096364,1.051359225069983,0
10,1.6400759797203004,-1.156906801427656,2.031858566532802,0
11,-2.4467753993716688,0.08520825225231926,-0.04736909216819407,1
12,-3.3644660910895685,-0.20534236100300232,0.1253038964275385,1
13,0.09370411883934122,-1.1121965670733087,-0.5050510939921172,0
14,1.3152491972812357,-0.046452514972481956,0.08761747339627653,0
15,-0.3281395370204791,0.20859923399598096,1.3260490000411735,0
16,-2.765020749122615,-0.07067161083059924,-0.04070559903257846,1
17,-3.0857378952689407,0.48228534888051605,1.5631642225822564,1
18,1.412255899732677,-0.7408107186076721,-0.0746730892953553,0
19,-1.7581401981172524,1.1823299196179164,-1.628191007861464,1
20,-1.9635172631498976,0.7800811439849755,0.1566472288483865,1
21,-3.052069728070685,0.917854552200516,0.577172197002224,1
22,1.9179515509828469,-0.4101232080963739,0.9212741610320373,0
23,-2.6042400228931366,0.7757378783475245,-0.04411776025080067,1
24,-2.2369331897631874,-0.2910354083721563,0.14314063550281697,1
25,-0.8737961603079609,1.3258506054203598,-2.420784175664869,1
26,2.0063328634625592,-1.390628492871033,-0.6664054179786283,0
27,2.153476649483708,-0.8691468871563894,0.4740614629096171,0
28,-2.504994951483365,-0.6023234774873488,-0.9300890606132269,1
29,-3.0078329372897117,-0.181941043745301,1.8670734855223943,1
30,-2.0079990862599746,-0.7452147255772131,0.6168743025968043,1
31,2.174198335633985,1.1862479541419895,0.8911810833704532,0
32,-3.4259188864693164,-0.1013467623552392,-1.1282673039905264,1
33,-0.04642980826636737,0.23566486953101345,-0.5957451961578215,0
34,-2.5027628598518117,0.21239731267737197,0.16576247869883637,1
35,1.037300731826581,-0.7373091021666616,-1.920684706911763,0
36,0.9706435547031589,-0.4794439871233343,0.21124923715465035,0
37,1.0469999953034865,-0.35107949878621725,0.559660197740169,0
38,0.4274775741163315,-0.8032348357393011,0.34002108860918584,0
39,-2.6381268840560987,-0.12653725387802178,0.09900448493993717,1
40,2.5330662611298442,-1.2014623177201071,-0.2457316285524713,0
41,1.0728487012221708,-1.4472531644497062,-0.20614365257494457,0
42,3.7729733250100277,-1.6802214501229396,-0.472617393664632,0
43,-1.3893209314265174,-0.02935016500144316,-0.13072033637328132,1
44,-1.054362956472793,-2.015118064435442,-0.460981481751475,1
45,-1.2723278464216012,1.4109332443026752,0.7315900208329525,1
46,4.794275389944653,2.6111275863142867,-0.7024334329780815,2
47,-2.435189129587704,-1.2026752427413125,-1.2612696045763652,1
48,2.3193437138138,0.15522364947044706,0.8977099498071203,0
49,-0.2549135630665906,0.21198073440768425,-1.6928625623722229,0
50,2.3705535961258497,-0.221187429900543,-0.18528661467346086,0
51,0.3525349273136101,-1.5521718117779668,-0.2635466886159038,0
52,1.2663283873263107,0.7997272373865376,-0.8598049659634444,0
53,0.8207837238404772,0.133642923405307,-0.8953583545365303,0
54,3.610295603492179,-1.4032376058042282,1.0756615870322603,0
55,-0.07534053800157789,2.174888045412468,0.4044590486419034,0
56,-0.5982607394740351,1.0310272395385274,0.10903136500957301,1
57,-2.470127155592368,0.20089234637558304,0.4970237097483064,1
58,3.614675621106284,0.8752899114479987,-0.07783982764172682,0
59,2.1398801026591983,4.624485312695861,0.6754040599431209,0
